image_path,room_type,condition_score,split
bedroom/boho/bedroom_boho_78.jpg,bedroom,3.2,train
kitchen/boho/kitchen_boho_205.jpg,kitchen,3.2,train
kitchen/minimalist/kitchen_minimalist_166.jpg,kitchen,3.5,train
living_room/industrial/living_room_industrial_43.jpg,living room,3.0,train
bedroom/modern/bedroom_modern_35.jpg,bedroom,4.5,train
living_room/modern/living_room_modern_33.jpg,living room,4.5,train
bedroom/industrial/bedroom_industrial_52.jpg,bedroom,3.0,train
living_room/modern/living_room_modern_72.jpg,living room,4.5,train
bedroom/boho/bedroom_boho_43.jpg,bedroom,3.2,train
bathroom/modern/bathroom_modern_95.jpg,bathroom,4.5,train
bedroom/scandinavian/bedroom_scandinavian_3.jpg,bedroom,4.0,train
kitchen/boho/kitchen_boho_1.jpg,kitchen,3.2,train
living_room/modern/living_room_modern_131.jpg,living room,4.5,train
kitchen/minimalist/kitchen_minimalist_43.jpg,kitchen,3.5,train
bedroom/modern/bedroom_modern_54.jpg,bedroom,4.5,train
bathroom/boho/bathroom_boho_78.jpg,bathroom,3.2,train
kitchen/modern/kitchen_modern_368.jpg,kitchen,4.5,train
bathroom/modern/bathroom_modern_22.jpg,bathroom,4.5,train
living_room/industrial/living_room_industrial_37.jpg,living room,3.0,train
bedroom/boho/bedroom_boho_94.jpg,bedroom,3.2,train
bathroom/boho/bathroom_boho_121.jpg,bathroom,3.2,train
bedroom/boho/bedroom_boho_40.jpg,bedroom,3.2,train
bedroom/scandinavian/bedroom_scandinavian_86.jpg,bedroom,4.0,train
kitchen/modern/kitchen_modern_165.jpg,kitchen,4.5,train
kitchen/boho/kitchen_boho_451.jpg,kitchen,3.2,train
bedroom/modern/bedroom_modern_108.jpg,bedroom,4.5,train
living_room/minimalist/living_room_minimalist_67.jpg,living room,3.5,train
bathroom/industrial/bathroom_industrial_67.jpg,bathroom,3.0,train
bedroom/modern/bedroom_modern_76.jpg,bedroom,4.5,train
living_room/minimalist/living_room_minimalist_199.jpg,living room,3.5,train
kitchen/modern/kitchen_modern_56.jpg,kitchen,4.5,train
kitchen/industrial/kitchen_industrial_23.jpg,kitchen,3.0,train
living_room/boho/living_room_boho_166.jpg,living room,3.2,train
living_room/modern/living_room_modern_266.jpg,living room,4.5,train
living_room/industrial/living_room_industrial_64.jpg,living room,3.0,train
living_room/modern/living_room_modern_268.jpg,living room,4.5,train
bedroom/minimalist/bedroom_minimalist_172.jpg,bedroom,3.5,train
living_room/scandinavian/living_room_scandinavian_59.jpg,living room,4.0,train
living_room/industrial/living_room_industrial_66.jpg,living room,3.0,train
living_room/industrial/living_room_industrial_164.jpg,living room,3.0,train
bedroom/modern/bedroom_modern_178.jpg,bedroom,4.5,train
living_room/boho/living_room_boho_146.jpg,living room,3.2,train
bathroom/minimalist/bathroom_minimalist_66.jpg,bathroom,3.5,train
living_room/scandinavian/living_room_scandinavian_122.jpg,living room,4.0,train
kitchen/industrial/kitchen_industrial_13.jpg,kitchen,3.0,train
bathroom/industrial/bathroom_industrial_23.jpg,bathroom,3.0,train
bathroom/minimalist/bathroom_minimalist_135.jpg,bathroom,3.5,train
kitchen/industrial/kitchen_industrial_138.jpg,kitchen,3.0,train
bedroom/industrial/bedroom_industrial_125.jpg,bedroom,3.0,train
bathroom/boho/bathroom_boho_113.jpg,bathroom,3.2,train
bathroom/industrial/bathroom_industrial_59.jpg,bathroom,3.0,train
bathroom/boho/bathroom_boho_55.jpg,bathroom,3.2,train
kitchen/boho/kitchen_boho_84.jpg,kitchen,3.2,train
bedroom/scandinavian/bedroom_scandinavian_67.jpg,bedroom,4.0,train
kitchen/boho/kitchen_boho_36.jpg,kitchen,3.2,train
kitchen/boho/kitchen_boho_182.jpg,kitchen,3.2,train
bathroom/scandinavian/bathroom_scandinavian_9.jpg,bathroom,4.0,train
living_room/minimalist/living_room_minimalist_109.jpg,living room,3.5,train
living_room/modern/living_room_modern_7.jpg,living room,4.5,train
bathroom/scandinavian/bathroom_scandinavian_42.jpg,bathroom,4.0,train
living_room/scandinavian/living_room_scandinavian_146.jpg,living room,4.0,train
kitchen/boho/kitchen_boho_223.jpg,kitchen,3.2,train
living_room/scandinavian/living_room_scandinavian_130.jpg,living room,4.0,train
bedroom/boho/bedroom_boho_24.jpg,bedroom,3.2,train
kitchen/modern/kitchen_modern_142.jpg,kitchen,4.5,train
living_room/boho/living_room_boho_62.jpg,living room,3.2,train
bedroom/scandinavian/bedroom_scandinavian_97.jpg,bedroom,4.0,train
kitchen/minimalist/kitchen_minimalist_152.jpg,kitchen,3.5,train
living_room/industrial/living_room_industrial_170.jpg,living room,3.0,train
bathroom/industrial/bathroom_industrial_3.jpg,bathroom,3.0,train
kitchen/boho/kitchen_boho_144.jpg,kitchen,3.2,train
kitchen/modern/kitchen_modern_4.jpg,kitchen,4.5,train
kitchen/scandinavian/kitchen_scandinavian_123.jpg,kitchen,4.0,train
bathroom/minimalist/bathroom_minimalist_26.jpg,bathroom,3.5,train
kitchen/boho/kitchen_boho_240.jpg,kitchen,3.2,train
living_room/scandinavian/living_room_scandinavian_58.jpg,living room,4.0,train
living_room/scandinavian/living_room_scandinavian_154.jpg,living room,4.0,train
living_room/minimalist/living_room_minimalist_160.jpg,living room,3.5,train
bathroom/industrial/bathroom_industrial_97.jpg,bathroom,3.0,train
living_room/industrial/living_room_industrial_81.jpg,living room,3.0,train
living_room/minimalist/living_room_minimalist_38.jpg,living room,3.5,train
bathroom/scandinavian/bathroom_scandinavian_4.jpg,bathroom,4.0,train
kitchen/industrial/kitchen_industrial_231.jpg,kitchen,3.0,train
kitchen/boho/kitchen_boho_434.jpg,kitchen,3.2,train
living_room/boho/living_room_boho_136.jpg,living room,3.2,train
kitchen/scandinavian/kitchen_scandinavian_148.jpg,kitchen,4.0,train
living_room/modern/living_room_modern_162.jpg,living room,4.5,train
kitchen/industrial/kitchen_industrial_275.jpg,kitchen,3.0,train
kitchen/boho/kitchen_boho_305.jpg,kitchen,3.2,train
bedroom/minimalist/bedroom_minimalist_109.jpg,bedroom,3.5,train
living_room/modern/living_room_modern_6.jpg,living room,4.5,train
kitchen/minimalist/kitchen_minimalist_120.jpg,kitchen,3.5,train
living_room/industrial/living_room_industrial_200.jpg,living room,3.0,train
living_room/scandinavian/living_room_scandinavian_82.jpg,living room,4.0,train
bathroom/minimalist/bathroom_minimalist_120.jpg,bathroom,3.5,train
bathroom/industrial/bathroom_industrial_54.jpg,bathroom,3.0,train
kitchen/scandinavian/kitchen_scandinavian_17.jpg,kitchen,4.0,train
living_room/minimalist/living_room_minimalist_143.jpg,living room,3.5,train
living_room/modern/living_room_modern_235.jpg,living room,4.5,train
living_room/minimalist/living_room_minimalist_197.jpg,living room,3.5,train
bedroom/modern/bedroom_modern_186.jpg,bedroom,4.5,train
kitchen/industrial/kitchen_industrial_63.jpg,kitchen,3.0,train
bathroom/modern/bathroom_modern_87.jpg,bathroom,4.5,train
kitchen/modern/kitchen_modern_82.jpg,kitchen,4.5,train
bathroom/industrial/bathroom_industrial_139.jpg,bathroom,3.0,train
kitchen/boho/kitchen_boho_286.jpg,kitchen,3.2,train
living_room/modern/living_room_modern_161.jpg,living room,4.5,train
kitchen/boho/kitchen_boho_251.jpg,kitchen,3.2,train
kitchen/modern/kitchen_modern_88.jpg,kitchen,4.5,train
kitchen/boho/kitchen_boho_383.jpg,kitchen,3.2,train
bedroom/minimalist/bedroom_minimalist_162.jpg,bedroom,3.5,train
kitchen/industrial/kitchen_industrial_0.jpg,kitchen,3.0,train
bedroom/scandinavian/bedroom_scandinavian_134.jpg,bedroom,4.0,train
bathroom/industrial/bathroom_industrial_66.jpg,bathroom,3.0,train
kitchen/boho/kitchen_boho_174.jpg,kitchen,3.2,train
kitchen/boho/kitchen_boho_225.jpg,kitchen,3.2,train
bedroom/modern/bedroom_modern_84.jpg,bedroom,4.5,train
kitchen/modern/kitchen_modern_303.jpg,kitchen,4.5,train
living_room/industrial/living_room_industrial_95.jpg,living room,3.0,train
bedroom/industrial/bedroom_industrial_5.jpg,bedroom,3.0,train
bedroom/modern/bedroom_modern_127.jpg,bedroom,4.5,train
living_room/modern/living_room_modern_270.jpg,living room,4.5,train
living_room/industrial/living_room_industrial_192.jpg,living room,3.0,train
kitchen/industrial/kitchen_industrial_280.jpg,kitchen,3.0,train
kitchen/modern/kitchen_modern_164.jpg,kitchen,4.5,train
bathroom/industrial/bathroom_industrial_31.jpg,bathroom,3.0,train
kitchen/modern/kitchen_modern_76.jpg,kitchen,4.5,train
bedroom/industrial/bedroom_industrial_71.jpg,bedroom,3.0,train
kitchen/scandinavian/kitchen_scandinavian_30.jpg,kitchen,4.0,train
bedroom/industrial/bedroom_industrial_84.jpg,bedroom,3.0,train
kitchen/industrial/kitchen_industrial_271.jpg,kitchen,3.0,train
bathroom/minimalist/bathroom_minimalist_39.jpg,bathroom,3.5,train
bathroom/industrial/bathroom_industrial_115.jpg,bathroom,3.0,train
kitchen/boho/kitchen_boho_161.jpg,kitchen,3.2,train
living_room/minimalist/living_room_minimalist_10.jpg,living room,3.5,train
bathroom/modern/bathroom_modern_62.jpg,bathroom,4.5,train
bedroom/industrial/bedroom_industrial_83.jpg,bedroom,3.0,train
living_room/scandinavian/living_room_scandinavian_153.jpg,living room,4.0,train
living_room/scandinavian/living_room_scandinavian_37.jpg,living room,4.0,train
kitchen/modern/kitchen_modern_3.jpg,kitchen,4.5,train
living_room/modern/living_room_modern_178.jpg,living room,4.5,train
kitchen/minimalist/kitchen_minimalist_137.jpg,kitchen,3.5,train
bedroom/industrial/bedroom_industrial_37.jpg,bedroom,3.0,train
bathroom/boho/bathroom_boho_5.jpg,bathroom,3.2,train
living_room/minimalist/living_room_minimalist_17.jpg,living room,3.5,train
bathroom/industrial/bathroom_industrial_133.jpg,bathroom,3.0,train
bathroom/boho/bathroom_boho_71.jpg,bathroom,3.2,train
kitchen/minimalist/kitchen_minimalist_135.jpg,kitchen,3.5,train
kitchen/modern/kitchen_modern_195.jpg,kitchen,4.5,train
bathroom/industrial/bathroom_industrial_15.jpg,bathroom,3.0,train
living_room/minimalist/living_room_minimalist_158.jpg,living room,3.5,train
kitchen/modern/kitchen_modern_374.jpg,kitchen,4.5,train
kitchen/modern/kitchen_modern_253.jpg,kitchen,4.5,train
bathroom/modern/bathroom_modern_37.jpg,bathroom,4.5,train
bedroom/scandinavian/bedroom_scandinavian_108.jpg,bedroom,4.0,train
bedroom/industrial/bedroom_industrial_62.jpg,bedroom,3.0,train
kitchen/modern/kitchen_modern_96.jpg,kitchen,4.5,train
kitchen/boho/kitchen_boho_155.jpg,kitchen,3.2,train
kitchen/minimalist/kitchen_minimalist_141.jpg,kitchen,3.5,train
kitchen/modern/kitchen_modern_353.jpg,kitchen,4.5,train
kitchen/minimalist/kitchen_minimalist_41.jpg,kitchen,3.5,train
bedroom/boho/bedroom_boho_86.jpg,bedroom,3.2,train
kitchen/boho/kitchen_boho_444.jpg,kitchen,3.2,train
bathroom/modern/bathroom_modern_135.jpg,bathroom,4.5,train
bedroom/boho/bedroom_boho_1.jpg,bedroom,3.2,train
living_room/scandinavian/living_room_scandinavian_83.jpg,living room,4.0,train
kitchen/scandinavian/kitchen_scandinavian_4.jpg,kitchen,4.0,train
bedroom/boho/bedroom_boho_51.jpg,bedroom,3.2,train
kitchen/scandinavian/kitchen_scandinavian_88.jpg,kitchen,4.0,train
kitchen/modern/kitchen_modern_346.jpg,kitchen,4.5,train
kitchen/modern/kitchen_modern_340.jpg,kitchen,4.5,train
living_room/modern/living_room_modern_49.jpg,living room,4.5,train
kitchen/industrial/kitchen_industrial_97.jpg,kitchen,3.0,train
kitchen/modern/kitchen_modern_155.jpg,kitchen,4.5,train
living_room/minimalist/living_room_minimalist_65.jpg,living room,3.5,train
bathroom/industrial/bathroom_industrial_98.jpg,bathroom,3.0,train
bedroom/modern/bedroom_modern_89.jpg,bedroom,4.5,train
living_room/minimalist/living_room_minimalist_95.jpg,living room,3.5,train
kitchen/boho/kitchen_boho_86.jpg,kitchen,3.2,train
living_room/boho/living_room_boho_59.jpg,living room,3.2,train
kitchen/modern/kitchen_modern_190.jpg,kitchen,4.5,train
living_room/minimalist/living_room_minimalist_124.jpg,living room,3.5,train
kitchen/boho/kitchen_boho_157.jpg,kitchen,3.2,train
bathroom/industrial/bathroom_industrial_79.jpg,bathroom,3.0,train
bedroom/minimalist/bedroom_minimalist_51.jpg,bedroom,3.5,train
living_room/minimalist/living_room_minimalist_66.jpg,living room,3.5,train
bedroom/industrial/bedroom_industrial_89.jpg,bedroom,3.0,train
bathroom/scandinavian/bathroom_scandinavian_76.jpg,bathroom,4.0,train
bathroom/minimalist/bathroom_minimalist_155.jpg,bathroom,3.5,train
living_room/industrial/living_room_industrial_17.jpg,living room,3.0,train
bedroom/minimalist/bedroom_minimalist_48.jpg,bedroom,3.5,train
living_room/minimalist/living_room_minimalist_39.jpg,living room,3.5,train
kitchen/minimalist/kitchen_minimalist_187.jpg,kitchen,3.5,train
bedroom/scandinavian/bedroom_scandinavian_91.jpg,bedroom,4.0,train
living_room/modern/living_room_modern_3.jpg,living room,4.5,train
bathroom/boho/bathroom_boho_24.jpg,bathroom,3.2,train
bedroom/boho/bedroom_boho_10.jpg,bedroom,3.2,train
kitchen/industrial/kitchen_industrial_173.jpg,kitchen,3.0,train
bathroom/scandinavian/bathroom_scandinavian_95.jpg,bathroom,4.0,train
living_room/modern/living_room_modern_283.jpg,living room,4.5,train
living_room/modern/living_room_modern_85.jpg,living room,4.5,train
kitchen/boho/kitchen_boho_136.jpg,kitchen,3.2,train
living_room/modern/living_room_modern_73.jpg,living room,4.5,train
bedroom/industrial/bedroom_industrial_135.jpg,bedroom,3.0,train
kitchen/boho/kitchen_boho_158.jpg,kitchen,3.2,train
living_room/minimalist/living_room_minimalist_56.jpg,living room,3.5,train
living_room/scandinavian/living_room_scandinavian_101.jpg,living room,4.0,train
living_room/industrial/living_room_industrial_57.jpg,living room,3.0,train
living_room/industrial/living_room_industrial_63.jpg,living room,3.0,train
kitchen/modern/kitchen_modern_167.jpg,kitchen,4.5,train
kitchen/scandinavian/kitchen_scandinavian_62.jpg,kitchen,4.0,train
bedroom/boho/bedroom_boho_15.jpg,bedroom,3.2,train
kitchen/modern/kitchen_modern_377.jpg,kitchen,4.5,train
bedroom/scandinavian/bedroom_scandinavian_77.jpg,bedroom,4.0,train
kitchen/boho/kitchen_boho_332.jpg,kitchen,3.2,train
kitchen/modern/kitchen_modern_217.jpg,kitchen,4.5,train
bathroom/boho/bathroom_boho_23.jpg,bathroom,3.2,train
kitchen/modern/kitchen_modern_203.jpg,kitchen,4.5,train
bathroom/modern/bathroom_modern_78.jpg,bathroom,4.5,train
kitchen/scandinavian/kitchen_scandinavian_145.jpg,kitchen,4.0,train
kitchen/industrial/kitchen_industrial_18.jpg,kitchen,3.0,train
kitchen/boho/kitchen_boho_0.jpg,kitchen,3.2,train
bedroom/minimalist/bedroom_minimalist_13.jpg,bedroom,3.5,train
living_room/industrial/living_room_industrial_154.jpg,living room,3.0,train
bathroom/boho/bathroom_boho_52.jpg,bathroom,3.2,train
kitchen/industrial/kitchen_industrial_134.jpg,kitchen,3.0,train
kitchen/boho/kitchen_boho_331.jpg,kitchen,3.2,train
bedroom/scandinavian/bedroom_scandinavian_114.jpg,bedroom,4.0,train
kitchen/modern/kitchen_modern_213.jpg,kitchen,4.5,train
kitchen/boho/kitchen_boho_388.jpg,kitchen,3.2,train
kitchen/scandinavian/kitchen_scandinavian_67.jpg,kitchen,4.0,train
kitchen/minimalist/kitchen_minimalist_162.jpg,kitchen,3.5,train
bedroom/boho/bedroom_boho_82.jpg,bedroom,3.2,train
kitchen/modern/kitchen_modern_313.jpg,kitchen,4.5,train
kitchen/boho/kitchen_boho_266.jpg,kitchen,3.2,train
bathroom/industrial/bathroom_industrial_74.jpg,bathroom,3.0,train
living_room/modern/living_room_modern_209.jpg,living room,4.5,train
kitchen/boho/kitchen_boho_184.jpg,kitchen,3.2,train
bathroom/boho/bathroom_boho_48.jpg,bathroom,3.2,train
kitchen/industrial/kitchen_industrial_285.jpg,kitchen,3.0,train
kitchen/boho/kitchen_boho_288.jpg,kitchen,3.2,train
kitchen/boho/kitchen_boho_365.jpg,kitchen,3.2,train
kitchen/boho/kitchen_boho_166.jpg,kitchen,3.2,train
bedroom/industrial/bedroom_industrial_128.jpg,bedroom,3.0,train
living_room/modern/living_room_modern_256.jpg,living room,4.5,train
living_room/industrial/living_room_industrial_113.jpg,living room,3.0,train
bedroom/minimalist/bedroom_minimalist_46.jpg,bedroom,3.5,train
bedroom/modern/bedroom_modern_91.jpg,bedroom,4.5,train
bedroom/scandinavian/bedroom_scandinavian_133.jpg,bedroom,4.0,train
bathroom/modern/bathroom_modern_126.jpg,bathroom,4.5,train
bathroom/scandinavian/bathroom_scandinavian_35.jpg,bathroom,4.0,train
kitchen/modern/kitchen_modern_179.jpg,kitchen,4.5,train
kitchen/industrial/kitchen_industrial_152.jpg,kitchen,3.0,train
bathroom/scandinavian/bathroom_scandinavian_84.jpg,bathroom,4.0,train
kitchen/minimalist/kitchen_minimalist_131.jpg,kitchen,3.5,train
bedroom/minimalist/bedroom_minimalist_130.jpg,bedroom,3.5,train
living_room/boho/living_room_boho_70.jpg,living room,3.2,train
kitchen/industrial/kitchen_industrial_28.jpg,kitchen,3.0,train
living_room/boho/living_room_boho_27.jpg,living room,3.2,train
bedroom/boho/bedroom_boho_17.jpg,bedroom,3.2,train
living_room/modern/living_room_modern_144.jpg,living room,4.5,train
kitchen/industrial/kitchen_industrial_184.jpg,kitchen,3.0,train
bathroom/minimalist/bathroom_minimalist_106.jpg,bathroom,3.5,train
living_room/modern/living_room_modern_2.jpg,living room,4.5,train
kitchen/boho/kitchen_boho_146.jpg,kitchen,3.2,train
kitchen/industrial/kitchen_industrial_2.jpg,kitchen,3.0,train
kitchen/scandinavian/kitchen_scandinavian_78.jpg,kitchen,4.0,train
bedroom/boho/bedroom_boho_77.jpg,bedroom,3.2,train
bedroom/industrial/bedroom_industrial_197.jpg,bedroom,3.0,train
living_room/modern/living_room_modern_179.jpg,living room,4.5,train
kitchen/boho/kitchen_boho_296.jpg,kitchen,3.2,train
bedroom/industrial/bedroom_industrial_173.jpg,bedroom,3.0,train
bedroom/minimalist/bedroom_minimalist_120.jpg,bedroom,3.5,train
bathroom/minimalist/bathroom_minimalist_77.jpg,bathroom,3.5,train
bathroom/minimalist/bathroom_minimalist_119.jpg,bathroom,3.5,train
bedroom/minimalist/bedroom_minimalist_137.jpg,bedroom,3.5,train
bathroom/minimalist/bathroom_minimalist_149.jpg,bathroom,3.5,train
kitchen/boho/kitchen_boho_233.jpg,kitchen,3.2,train
living_room/industrial/living_room_industrial_187.jpg,living room,3.0,train
bedroom/modern/bedroom_modern_24.jpg,bedroom,4.5,train
kitchen/industrial/kitchen_industrial_258.jpg,kitchen,3.0,train
kitchen/modern/kitchen_modern_139.jpg,kitchen,4.5,train
living_room/scandinavian/living_room_scandinavian_34.jpg,living room,4.0,train
kitchen/boho/kitchen_boho_403.jpg,kitchen,3.2,train
living_room/scandinavian/living_room_scandinavian_133.jpg,living room,4.0,train
living_room/boho/living_room_boho_95.jpg,living room,3.2,train
living_room/industrial/living_room_industrial_168.jpg,living room,3.0,train
kitchen/minimalist/kitchen_minimalist_145.jpg,kitchen,3.5,train
bedroom/minimalist/bedroom_minimalist_153.jpg,bedroom,3.5,train
kitchen/minimalist/kitchen_minimalist_154.jpg,kitchen,3.5,train
living_room/modern/living_room_modern_186.jpg,living room,4.5,train
living_room/boho/living_room_boho_33.jpg,living room,3.2,train
bedroom/minimalist/bedroom_minimalist_133.jpg,bedroom,3.5,train
bedroom/minimalist/bedroom_minimalist_124.jpg,bedroom,3.5,train
bathroom/boho/bathroom_boho_33.jpg,bathroom,3.2,train
bathroom/industrial/bathroom_industrial_14.jpg,bathroom,3.0,train
bathroom/modern/bathroom_modern_121.jpg,bathroom,4.5,train
living_room/modern/living_room_modern_36.jpg,living room,4.5,train
bedroom/industrial/bedroom_industrial_189.jpg,bedroom,3.0,train
kitchen/minimalist/kitchen_minimalist_54.jpg,kitchen,3.5,train
living_room/modern/living_room_modern_192.jpg,living room,4.5,train
kitchen/modern/kitchen_modern_28.jpg,kitchen,4.5,train
bathroom/modern/bathroom_modern_13.jpg,bathroom,4.5,train
kitchen/scandinavian/kitchen_scandinavian_5.jpg,kitchen,4.0,train
kitchen/modern/kitchen_modern_317.jpg,kitchen,4.5,train
bathroom/scandinavian/bathroom_scandinavian_71.jpg,bathroom,4.0,train
kitchen/boho/kitchen_boho_402.jpg,kitchen,3.2,train
living_room/modern/living_room_modern_227.jpg,living room,4.5,train
living_room/minimalist/living_room_minimalist_59.jpg,living room,3.5,train
kitchen/boho/kitchen_boho_423.jpg,kitchen,3.2,train
living_room/modern/living_room_modern_39.jpg,living room,4.5,train
bedroom/minimalist/bedroom_minimalist_161.jpg,bedroom,3.5,train
kitchen/scandinavian/kitchen_scandinavian_90.jpg,kitchen,4.0,train
living_room/modern/living_room_modern_164.jpg,living room,4.5,train
bedroom/modern/bedroom_modern_50.jpg,bedroom,4.5,train
kitchen/boho/kitchen_boho_430.jpg,kitchen,3.2,train
kitchen/minimalist/kitchen_minimalist_138.jpg,kitchen,3.5,train
bathroom/industrial/bathroom_industrial_114.jpg,bathroom,3.0,train
bedroom/modern/bedroom_modern_14.jpg,bedroom,4.5,train
bedroom/modern/bedroom_modern_153.jpg,bedroom,4.5,train
kitchen/minimalist/kitchen_minimalist_59.jpg,kitchen,3.5,train
living_room/modern/living_room_modern_140.jpg,living room,4.5,train
living_room/boho/living_room_boho_96.jpg,living room,3.2,train
kitchen/industrial/kitchen_industrial_51.jpg,kitchen,3.0,train
bathroom/modern/bathroom_modern_112.jpg,bathroom,4.5,train
bedroom/minimalist/bedroom_minimalist_28.jpg,bedroom,3.5,train
bedroom/industrial/bedroom_industrial_188.jpg,bedroom,3.0,train
bathroom/boho/bathroom_boho_108.jpg,bathroom,3.2,train
living_room/modern/living_room_modern_180.jpg,living room,4.5,train
bathroom/modern/bathroom_modern_105.jpg,bathroom,4.5,train
kitchen/modern/kitchen_modern_64.jpg,kitchen,4.5,train
bedroom/industrial/bedroom_industrial_144.jpg,bedroom,3.0,train
bedroom/scandinavian/bedroom_scandinavian_41.jpg,bedroom,4.0,train
bedroom/industrial/bedroom_industrial_191.jpg,bedroom,3.0,train
living_room/modern/living_room_modern_96.jpg,living room,4.5,train
living_room/minimalist/living_room_minimalist_26.jpg,living room,3.5,train
bathroom/boho/bathroom_boho_37.jpg,bathroom,3.2,train
bedroom/minimalist/bedroom_minimalist_85.jpg,bedroom,3.5,train
bedroom/minimalist/bedroom_minimalist_112.jpg,bedroom,3.5,train
